Branch,Component,Gender,hip_height,neck_height,chest_circumference,chest_height,foot_length,functional_leg_length,hand_length,shoulder_circumference,sitting_height,span,waist_circumference,waist_depth,weight_kg,height_m
Combat Service Support,Army National Guard,Female,1410,1470,828,1251,242,1056,181,999,910,1695,719,165,58,1.712
Combat Service Support,Army Reserve,Female,1244,1327,927,1126,237,971,180,999,823,1599,810,198,60.1,1.554
Combat Service Support,Army Reserve,Female,1300,1357,821,1147,227,982,177,984,855,1583,728,182,60.1,1.598
Combat Service Support,Army National Guard,Female,1322,1383,968,1200,264,1033,186,1029,850,1620,845,214,66.4,1.612
Combat Support,Regular Army,Female,1395,1478,857,1267,264,1087,197,1010,866,1744,806,201,70.3,1.707
Combat Service Support,Army National Guard,Female,1286,1364,922,1135,237,1033,171,996,838,1552,764,190,61.6,1.611
Combat Service Support,Army National Guard,Female,1314,1371,967,1129,230,962,168,1000,870,1538,854,217,65.4,1.599
Combat Service Support,Army Reserve,Female,1297,1331,848,1143,246,990,188,995,818,1603,747,179,58.9,1.569
Combat Support,Regular Army,Female,1337,1424,864,1175,229,1009,163,960,883,1616,656,148,52.4,1.663
Combat Service Support,Regular Army,Female,1355,1421,962,1211,248,1036,178,1035,906,1663,886,212,70.6,1.666
Combat Service Support,Regular Army,Female,1329,1434,837,1189,247,1046,184,1012,880,1640,801,205,67.6,1.659
Combat Service Support,Regular Army,Female,1269,1312,965,1101,234,963,173,989,827,1560,895,228,62.3,1.543
Combat Service Support,Regular Army,Female,1281,1349,931,1143,227,1032,173,1028,824,1565,916,224,62.8,1.571
Combat Service Support,Army Reserve,Female,1309,1393,795,1161,241,1025,168,941,855,1551,681,172,50.3,1.618
Combat Service Support,Regular Army,Female,1307,1392,910,1168,237,1009,175,996,859,1602,790,190,59.9,1.61
Combat Support,Army National Guard,Female,1223,1296,786,1087,233,953,174,988,798,1557,680,165,50.8,1.512
Combat Service Support,Army Reserve,Female,1269,1329,785,1120,255,974,188,968,819,1658,725,185,52,1.555
Combat Service Support,Army Reserve,Female,1419,1482,1050,1261,258,1081,186,1114,927,1683,942,242,83.1,1.729
Combat Service Support,Army Reserve,Female,1302,1351,964,1164,229,1007,163,1027,845,1611,838,190,62.2,1.593
Combat Service Support,Army Reserve,Female,1306,1359,973,1155,243,1035,182,1054,868,1643,883,230,70.6,1.609
Combat Service Support,Regular Army,Female,1335,1412,917,1211,260,1073,183,1034,854,1711,907,220,66.7,1.648
Combat Service Support,Regular Army,Female,1352,1392,953,1156,242,1003,175,1031,874,1637,878,242,73,1.631
Combat Support,Regular Army,Female,1413,1460,1032,1242,252,1081,181,1115,910,1742,980,245,84.2,1.712
Combat Service Support,Army National Guard,Female,1247,1316,799,1124,238,986,178,969,847,1552,794,177,54.9,1.541
Combat Service Support,Army National Guard,Female,1359,1443,864,1203,253,1101,187,1037,857,1715,754,186,60.9,1.663
Combat Service Support,Army Reserve,Female,1331,1384,990,1166,237,1051,181,1056,862,1677,844,204,67,1.614
Combat Service Support,Army National Guard,Female,1322,1374,1006,1140,238,1018,172,1024,837,1594,860,213,71.1,1.598
Combat Service Support,Army National Guard,Female,1316,1370,951,1144,244,999,182,993,849,1581,865,215,65.5,1.617
Combat Service Support,Army National Guard,Female,1361,1434,999,1205,237,1025,185,1121,895,1649,900,234,77.1,1.658
Combat Service Support,Army National Guard,Female,1338,1408,935,1162,256,1048,187,1037,865,1714,769,196,66.8,1.642
Combat Service Support,Army National Guard,Female,1374,1456,905,1239,248,1077,178,1032,896,1684,863,213,70.7,1.698
Combat Support,Army National Guard,Female,1391,1430,1045,1196,248,1041,186,1079,870,1655,936,237,75.7,1.648
Combat Support,Army Reserve,Female,1460,1515,990,1305,270,1143,204,1114,877,1759,866,210,85.7,1.756
Combat Service Support,Army National Guard,Female,1339,1422,922,1197,252,1062,191,990,858,1704,842,189,67.8,1.651
Combat Service Support,Army National Guard,Female,1344,1390,893,1195,228,1014,183,1011,858,1631,819,190,63,1.634
Combat Service Support,Army National Guard,Female,1425,1484,882,1251,262,1121,200,1084,872,1788,794,202,74.5,1.709
Combat Service Support,Regular Army,Female,1379,1459,828,1257,255,1119,187,1057,843,1801,746,188,56.4,1.686
Combat Service Support,Regular Army,Female,1360,1409,1009,1198,244,997,176,1018,893,1652,878,219,72.1,1.645
Combat Service Support,Army Reserve,Female,1297,1343,925,1144,244,1024,185,1038,808,1656,835,208,64.6,1.565
Combat Service Support,Army National Guard,Female,1264,1318,805,1135,227,966,178,941,808,1594,690,165,44.4,1.537
Combat Service Support,Army National Guard,Female,1228,1294,918,1076,219,962,160,1001,807,1498,800,209,59.1,1.511
Combat Service Support,Army National Guard,Female,1350,1423,941,1205,249,1065,185,1019,851,1648,848,208,69.6,1.649
Combat Service Support,Army National Guard,Female,1177,1236,808,1028,222,903,170,934,800,1446,694,168,44.5,1.458
Combat Service Support,Army National Guard,Female,1438,1509,893,1266,270,1133,194,1075,903,1825,765,197,72.6,1.759
Combat Service Support,Army National Guard,Female,1278,1326,904,1140,231,992,174,1031,823,1561,885,233,70.7,1.558
Combat Service Support,Army National Guard,Female,1387,1428,937,1238,261,1039,188,1040,915,1663,797,189,64.3,1.688
Combat Service Support,Army National Guard,Female,1306,1353,869,1121,247,1035,178,1032,815,1673,831,222,65.4,1.581
Combat Support,Regular Army,Female,1289,1368,902,1125,249,997,186,1049,842,1654,840,225,62.6,1.583
Combat Support,Regular Army,Female,1328,1414,926,1167,257,1038,204,1102,857,1727,871,229,73.6,1.643
Combat Support,Regular Army,Female,1428,1484,1031,1296,256,1110,190,1122,932,1793,955,239,85.3,1.752
Combat Support,Regular Army,Female,1316,1362,948,1138,229,1020,177,1017,877,1579,936,236,75,1.6
Combat Support,Regular Army,Female,1340,1388,1086,1147,264,1073,185,1080,839,1672,905,225,79.7,1.618
Combat Service Support,Regular Army,Female,1412,1464,1053,1209,262,1094,201,1121,863,1776,1005,267,83.7,1.71
Combat Service Support,Army National Guard,Female,1292,1352,838,1177,238,1003,174,985,823,1630,756,205,59,1.585
Combat Service Support,Army Reserve,Female,1285,1375,840,1150,249,1021,173,1006,834,1621,719,170,51.2,1.595
Combat Service Support,Regular Army,Female,1335,1398,945,1133,244,1024,176,1024,869,1659,794,179,62.1,1.614
Combat Service Support,Regular Army,Female,1385,1412,1058,1213,243,1048,177,1047,875,1649,967,261,81,1.663
Combat Service Support,Army National Guard,Female,1340,1402,915,1180,263,1028,195,984,840,1659,846,212,61.4,1.617
Combat Service Support,Army National Guard,Female,1282,1344,853,1184,244,1042,185,978,825,1680,738,186,54.4,1.596
Combat Support,Regular Army,Female,1327,1372,875,1150,256,1033,186,973,817,1671,790,190,60.3,1.602
Combat Support,Regular Army,Female,1409,1463,1021,1225,262,1088,186,1099,890,1662,926,225,79.2,1.694
Combat Support,Regular Army,Female,1243,1301,1015,1035,230,974,163,976,800,1475,853,204,61.8,1.51
Combat Support,Regular Army,Female,1237,1305,995,1073,234,950,173,1036,825,1541,886,217,60.3,1.534
Combat Service Support,Army National Guard,Female,1335,1406,1127,1199,251,1045,188,1129,860,1685,970,268,88.5,1.634
Combat Support,Regular Army,Female,1365,1430,1038,1205,242,1056,184,1070,904,1685,1000,256,84.2,1.679
Combat Support,Regular Army,Female,1315,1384,1011,1151,233,1026,172,1030,848,1563,956,246,79.8,1.618
Combat Support,Regular Army,Female,1372,1447,908,1193,246,1053,187,964,869,1617,840,215,63.4,1.658
Combat Support,Regular Army,Female,1372,1428,870,1184,243,1058,183,970,804,1693,749,191,56.1,1.643
Combat Support,Army Reserve,Female,1354,1430,992,1217,263,1063,195,1081,857,1726,905,228,77.4,1.652
Combat Support,Regular Army,Female,1324,1387,988,1169,254,1042,177,1020,839,1643,847,227,73,1.615
Combat Support,Army Reserve,Female,1368,1422,1022,1188,267,1079,180,1044,861,1663,933,222,85,1.674
Combat Support,Army Reserve,Female,1229,1294,995,1017,244,970,181,1030,815,1577,883,240,64.3,1.527
Combat Support,Army Reserve,Female,1228,1299,877,1095,230,954,163,993,808,1529,710,175,50.5,1.518
Combat Support,Regular Army,Female,1326,1406,840,1186,260,1087,197,1038,867,1739,825,205,72.9,1.653
Combat Support,Regular Army,Female,1331,1407,1035,1205,262,1057,187,1127,884,1684,866,226,83.5,1.659
Combat Service Support,Regular Army,Female,1273,1324,807,1147,230,965,173,888,863,1547,668,164,46.3,1.57
Combat Support,Regular Army,Female,1274,1342,1063,1059,246,986,186,1057,837,1576,1121,280,80.2,1.57
Combat Support,Regular Army,Female,1374,1426,1153,1178,256,1083,188,1175,880,1661,1121,280,95.1,1.653
Combat Support,Regular Army,Female,1394,1474,815,1234,257,1106,180,1023,870,1746,680,162,58.2,1.712
Combat Support,Regular Army,Female,1239,1280,999,1095,239,948,174,1006,818,1507,863,255,70.3,1.519
Combat Support,Army National Guard,Female,1436,1487,1145,1217,272,1143,208,1186,866,1785,1127,306,101.9,1.702
Combat Support,Army National Guard,Female,1307,1385,915,1173,248,1038,174,994,885,1532,801,188,64.5,1.627
Combat Support,Regular Army,Female,1226,1285,1065,1081,237,1007,181,1043,785,1620,942,253,72.1,1.516
Combat Support,Regular Army,Female,1292,1351,1032,1098,238,998,178,1036,800,1616,900,231,66.1,1.583
Combat Support,Regular Army,Female,1347,1415,896,1208,253,1064,175,980,827,1724,775,190,58.9,1.647
Combat Support,Regular Army,Female,1316,1371,837,1153,236,1022,173,931,836,1569,702,159,52.8,1.594
Combat Support,Regular Army,Female,1312,1389,913,1168,263,1034,187,1007,829,1688,783,203,62.3,1.617
Combat Service Support,Army National Guard,Female,1391,1436,1188,1220,259,1076,197,1154,850,1696,1032,263,89.6,1.674
Combat Support,Army National Guard,Female,1307,1375,1030,1104,252,1067,184,1082,827,1686,981,256,83.3,1.605
Combat Service Support,Army National Guard,Female,1357,1424,1139,1179,266,1067,204,1093,865,1693,1090,281,91.6,1.649
Combat Support,Regular Army,Female,1282,1362,869,1120,256,1050,187,1047,800,1761,780,209,67.7,1.603
Combat Support,Regular Army,Female,1340,1380,773,1161,244,1014,175,910,864,1614,726,171,53.5,1.62
Combat Support,Regular Army,Female,1294,1365,1052,1145,240,1026,177,1051,810,1659,908,236,71.2,1.584
Combat Support,Army National Guard,Female,1304,1364,860,1153,242,1000,184,939,804,1621,725,172,52.7,1.579
Combat Support,Army National Guard,Female,1315,1368,1045,1143,239,1002,164,1067,857,1603,933,237,72.1,1.608
Combat Support,Regular Army,Female,1355,1415,932,1198,235,1046,178,975,895,1628,781,190,58.9,1.656
Combat Support,Army National Guard,Female,1338,1395,953,1203,240,1057,170,972,863,1630,867,222,73.1,1.639
Combat Support,Regular Army,Female,1333,1386,854,1207,243,1008,175,985,880,1646,771,184,62,1.63
Combat Support,Regular Army,Female,1324,1377,1033,1175,247,1047,173,1010,849,1664,991,251,69.5,1.615
Combat Support,Regular Army,Female,1285,1341,939,1084,232,953,176,980,890,1533,850,212,62,1.584
Combat Support,Regular Army,Female,1372,1431,954,1214,253,1054,192,1042,863,1703,814,208,66.9,1.664
Combat Support,Regular Army,Female,1258,1305,893,1076,220,924,162,961,841,1529,830,191,54.3,1.545
Combat Support,Regular Army,Female,1382,1442,867,1217,245,1087,181,972,898,1657,862,219,64.8,1.688
Combat Support,Regular Army,Female,1366,1437,842,1197,247,1068,182,994,884,1667,701,177,62.5,1.673
Combat Support,Regular Army,Female,1343,1404,866,1167,252,1042,177,982,868,1612,807,220,64.3,1.647
Combat Support,Regular Army,Female,1329,1392,957,1141,252,1021,185,1033,895,1678,957,233,73.6,1.637
Combat Support,Regular Army,Female,1482,1522,1036,1324,265,1136,192,1083,901,1755,922,244,82.4,1.787
Combat Support,Regular Army,Female,1232,1272,992,1073,232,976,173,985,803,1540,895,225,70.1,1.503
Combat Support,Regular Army,Female,1284,1327,1040,1134,241,1000,173,1004,822,1551,940,245,69.9,1.562
Combat Support,Regular Army,Female,1234,1307,1021,1059,253,1001,176,1014,833,1538,912,234,75.4,1.558
Combat Support,Army Reserve,Female,1306,1334,946,1169,247,1023,187,1042,803,1663,818,213,64.7,1.576
Combat Support,Army Reserve,Female,1332,1403,961,1184,233,1054,178,1024,848,1599,830,208,66.6,1.628
Combat Support,Regular Army,Female,1417,1503,1100,1220,259,1123,189,1071,929,1726,944,246,83.1,1.748
Combat Support,Regular Army,Female,1281,1332,994,1147,245,1017,178,1000,840,1551,840,215,63.2,1.572
Combat Service Support,Regular Army,Female,1423,1498,937,1249,265,1087,196,1053,919,1759,824,183,74.6,1.743
Combat Service Support,Regular Army,Female,1304,1346,920,1127,241,1045,174,1004,815,1591,904,223,58.9,1.561
Combat Service Support,Regular Army,Female,1332,1393,925,1181,240,1058,174,1026,857,1629,825,192,64.3,1.623
Combat Service Support,Regular Army,Female,1356,1410,965,1209,252,1093,186,1055,843,1706,908,245,70.5,1.649
Combat Service Support,Regular Army,Female,1379,1434,1074,1175,265,1073,185,1094,854,1713,901,223,76,1.661
Combat Service Support,Regular Army,Female,1391,1445,976,1228,238,1101,182,1003,846,1656,847,203,68,1.668
Combat Service Support,Regular Army,Female,1418,1475,941,1245,252,1092,182,1048,911,1738,842,191,69.5,1.722
Combat Service Support,Regular Army,Female,1372,1440,1045,1208,253,1112,178,1110,877,1702,1077,295,86.8,1.674
Combat Service Support,Regular Army,Female,1375,1438,902,1198,250,1062,190,1060,869,1723,770,190,65.3,1.663
Combat Service Support,Regular Army,Female,1256,1307,1001,1110,238,981,187,1028,835,1547,856,236,80.4,1.543
Combat Service Support,Regular Army,Female,1274,1334,935,1137,239,969,182,1037,814,1678,763,177,67.3,1.561
Combat Service Support,Regular Army,Female,1274,1355,802,1131,249,1013,175,980,830,1640,682,161,51.6,1.587
Combat Service Support,Regular Army,Female,1202,1270,928,1057,237,939,170,966,807,1514,841,196,52.6,1.495
Combat Service Support,Regular Army,Female,1348,1413,1129,1122,241,1063,177,1087,871,1619,1106,275,91.4,1.645
Combat Service Support,Regular Army,Female,1364,1425,1061,1174,252,1054,178,1035,890,1622,1045,262,91.9,1.653
Combat Service Support,Regular Army,Female,1378,1456,1005,1213,251,1065,188,1030,887,1683,993,236,75.7,1.685
Combat Support,Regular Army,Female,1284,1354,1048,1107,243,1057,180,1095,803,1622,1017,257,71.7,1.569
Combat Support,Regular Army,Female,1361,1430,915,1211,265,1070,190,1077,858,1698,851,222,73.8,1.656
Combat Support,Regular Army,Female,1385,1426,920,1213,260,1020,182,1050,906,1643,860,206,76.9,1.672
Combat Support,Regular Army,Female,1320,1388,932,1165,248,1041,189,1080,845,1673,785,186,69.2,1.622
Combat Support,Regular Army,Female,1375,1425,894,1195,258,1036,185,1025,906,1702,765,175,60.9,1.664
Combat Support,Regular Army,Female,1315,1401,854,1167,244,989,177,1000,878,1608,737,176,59.6,1.636
Combat Support,Regular Army,Female,1395,1455,1045,1211,246,1109,187,1076,826,1749,953,253,74,1.666
Combat Support,Regular Army,Female,1283,1336,1056,1128,243,1026,183,1053,815,1621,973,262,80.4,1.558
Combat Support,Regular Army,Female,1383,1442,1093,1222,265,1128,197,1121,829,1798,958,270,93.4,1.674
Combat Support,Regular Army,Female,1265,1308,952,1099,249,1004,175,955,815,1574,812,194,56.8,1.534
Combat Service Support,Regular Army,Female,1337,1416,847,1198,248,1056,183,960,845,1674,923,234,62.6,1.63
Combat Support,Regular Army,Female,1369,1438,1005,1205,238,1093,181,1045,858,1739,878,208,73.8,1.671
Combat Service Support,Regular Army,Female,1469,1533,968,1303,265,1181,191,1078,953,1716,816,198,80.8,1.789
Combat Service Support,Regular Army,Female,1276,1327,852,1114,245,1004,185,1008,815,1703,831,208,62.4,1.553
Combat Service Support,Regular Army,Female,1368,1418,1010,1187,252,1020,182,1021,928,1644,903,208,77.5,1.673
Combat Service Support,Regular Army,Female,1299,1368,902,1136,241,1025,179,1014,835,1667,824,196,63.1,1.598
Combat Support,Regular Army,Female,1452,1565,990,1300,275,1179,220,1172,895,1933,972,240,87.5,1.798
Combat Service Support,Regular Army,Female,1346,1401,888,1226,254,1030,191,1035,854,1704,800,199,65,1.641
Combat Service Support,Regular Army,Female,1388,1468,848,1232,248,1066,183,1055,918,1781,772,175,65,1.718
Combat Service Support,Regular Army,Female,1265,1340,1001,1101,246,1003,184,1067,813,1625,925,246,63.8,1.568
Combat Service Support,Regular Army,Female,1359,1410,923,1188,244,1082,177,1000,842,1672,840,221,64.2,1.652
Combat Service Support,Regular Army,Female,1356,1421,954,1175,258,1068,187,1059,885,1667,829,202,69.8,1.676
Combat Service Support,Regular Army,Female,1321,1356,1083,1165,258,1009,180,1105,835,1658,968,275,83.1,1.595
Combat Support,Regular Army,Female,1387,1448,1053,1174,260,1081,185,1069,910,1703,1095,292,96.2,1.697
Combat Support,Regular Army,Female,1394,1455,1167,1230,259,1092,197,1095,893,1783,1050,269,93,1.703
Combat Support,Regular Army,Female,1271,1321,826,1146,244,978,173,952,817,1559,696,182,48.9,1.567
Combat Support,Regular Army,Female,1249,1317,818,1100,230,992,172,991,794,1583,760,210,53.6,1.554
Combat Support,Regular Army,Female,1346,1409,930,1213,257,1054,197,1050,835,1691,736,172,62.9,1.645
Combat Support,Regular Army,Female,1323,1364,818,1190,257,973,188,1014,880,1677,651,163,51,1.625
Combat Service Support,Regular Army,Female,1272,1323,966,1075,240,1004,178,984,788,1602,837,221,65.4,1.56
Combat Service Support,Regular Army,Female,1244,1281,946,1100,235,991,172,967,750,1532,798,213,58.8,1.501
Combat Support,Regular Army,Female,1318,1366,931,1158,247,1000,186,1053,867,1717,880,228,65,1.617
Combat Service Support,Regular Army,Female,1352,1418,913,1206,250,1044,180,1040,874,1630,790,204,67.9,1.66
Combat Service Support,Regular Army,Female,1363,1403,1053,1198,251,1059,178,1017,838,1648,1045,272,71.9,1.635
Combat Service Support,Regular Army,Female,1345,1395,984,1191,265,1090,204,1125,864,1745,1033,285,92,1.621
