Engine Temperature (C),Oil Pressure (psi),Vibration Level (mm/s),Mileage Since Service (km),Brake Wear (%),Battery Voltage (V),Fuel Efficiency (km/L),Driving Condition,Vehicle Type,Service Plan,Maintenance Priority
98.9,34.8,5.36,18882,100.7,12.18,15.4,Mixed,Sedan,Basic,Urgent
94.1,6.9,4.37,11788,66.7,12.64,12.0,City,SUV,Basic,Urgent
90.5,40.3,2.47,9450,48.9,12.46,15.9,Highway,Sedan,Premium,Routine
108.8,31.5,5.13,11345,69.2,12.13,16.1,City,Sedan,Standard,Monitor
99.0,32.6,6.57,13718,83.7,12.0,9.2,City,Van,Standard,Critical
100.3,32.1,3.09,14653,80.1,12.39,14.9,Mixed,Sedan,Standard,Monitor
82.6,29.6,5.1,16984,91.8,12.28,10.1,City,SUV,Standard,Urgent
89.3,35.4,4.91,11508,52.4,13.07,10.6,Highway,SUV,Basic,Routine
90.2,35.9,6.93,17355,86.9,12.38,14.6,Mixed,Sedan,Standard,Urgent
96.4,36.9,5.71,17253,89.8,12.37,11.1,Mixed,SUV,Standard,Urgent
97.0,28.8,6.2,14998,80.0,12.4,7.5,City,Truck,Premium,Urgent
99.0,36.7,6.74,13538,79.0,12.09,11.2,Mixed,SUV,Premium,Urgent
100.5,32.0,4.87,21591,102.4,12.3,13.0,Mixed,Sedan,Standard,Critical
84.5,43.3,4.35,13357,72.4,12.58,12.1,Highway,SUV,Premium,Routine
99.1,32.7,4.43,20666,106.5,12.06,7.6,Mixed,Van,Basic,Critical
107.2,38.4,4.4,10850,70.6,12.43,17.5,Highway,Sedan,Standard,Routine
95.5,39.5,8.48,27465,130.4,12.27,14.2,Off-road,Sedan,Standard,Critical
99.0,35.0,6.79,19536,96.6,12.35,8.0,City,Truck,Basic,Critical
103.6,31.9,8.14,18965,109.9,12.21,6.9,Off-road,Van,Premium,Critical
107.3,31.8,6.87,18062,100.3,12.26,7.1,City,Truck,Basic,Critical
101.3,13.6,3.69,11548,65.2,12.73,9.6,Highway,Van,Standard,Monitor
98.3,33.9,6.09,19956,104.1,12.17,9.9,Mixed,SUV,Premium,Critical
96.4,46.1,6.24,18122,98.5,12.61,8.8,City,Van,Standard,Urgent
94.8,32.9,8.11,27170,137.0,12.55,5.6,Off-road,Truck,Standard,Critical
89.0,41.4,4.27,10032,54.9,12.73,9.6,Highway,Van,VIP,Routine
85.4,29.3,3.87,13763,74.3,12.5,8.6,Highway,Truck,VIP,Routine
91.2,30.3,7.69,23382,116.4,11.79,14.1,Off-road,Sedan,Standard,Critical
97.6,36.4,4.91,19179,106.6,12.49,9.8,Mixed,SUV,Basic,Critical
98.5,29.9,8.79,20440,115.9,12.06,7.3,Off-road,Van,VIP,Critical
79.8,41.5,2.47,8104,44.6,12.48,16.6,Highway,Sedan,Basic,Routine
93.2,40.6,6.42,18726,95.3,12.15,15.1,City,Sedan,Premium,Monitor
85.8,35.8,3.42,12270,63.6,12.22,11.2,Highway,SUV,Standard,Routine
89.0,35.2,6.63,12959,73.3,12.35,8.8,City,Van,Basic,Urgent
89.7,38.3,5.64,19045,107.1,12.47,9.1,City,Van,Standard,Urgent
98.2,39.7,6.72,16667,91.8,12.37,11.9,City,SUV,Premium,Urgent
103.1,34.2,5.4,17129,91.2,12.53,9.3,Mixed,Van,Standard,Urgent
83.5,39.0,4.7,5827,47.4,12.77,16.4,Highway,Sedan,VIP,Routine
90.1,29.1,5.93,22714,110.6,12.01,11.0,City,SUV,Standard,Critical
93.8,36.7,5.52,13631,77.1,12.05,10.0,City,SUV,Premium,Monitor
88.4,34.3,3.78,8974,48.7,11.88,15.5,Highway,Sedan,Standard,Routine
104.4,37.0,6.0,16459,80.8,12.43,7.1,City,Truck,Standard,Urgent
101.0,25.1,7.04,20424,107.1,12.39,14.7,Mixed,Sedan,Standard,Critical
96.8,39.6,7.5,11777,71.1,12.41,8.2,Mixed,Van,Standard,Urgent
83.2,38.7,4.21,5078,37.7,12.76,12.8,Highway,SUV,Premium,Routine
92.9,42.1,5.86,15363,74.4,12.41,14.1,City,Sedan,Standard,Monitor
94.3,31.0,5.44,15202,84.0,12.15,14.9,Mixed,Sedan,Basic,Urgent
94.9,35.7,8.05,20127,104.8,12.43,10.1,Off-road,SUV,Standard,Critical
97.8,31.0,9.13,21504,117.0,12.18,13.2,Off-road,Sedan,Basic,Critical
90.6,29.2,5.84,15798,74.5,12.39,9.4,City,SUV,Standard,Urgent
90.0,32.7,6.3,18910,92.6,12.06,8.0,City,Truck,Standard,Critical
97.5,32.0,7.99,27845,150.5,11.9,6.2,Off-road,Truck,Standard,Critical
102.3,28.8,5.29,20151,97.2,12.0,5.2,Mixed,Truck,Basic,Critical
109.5,31.1,7.16,16310,85.4,12.07,9.9,Off-road,SUV,VIP,Critical
81.9,30.1,6.35,8315,51.1,12.72,8.2,City,Truck,Premium,Routine
80.8,38.6,3.35,6471,49.0,11.96,14.2,Highway,Sedan,Standard,Routine
98.2,24.6,6.66,16618,94.5,11.8,8.1,City,Truck,Standard,Critical
88.9,34.8,5.95,19786,104.8,11.98,14.3,City,Sedan,Standard,Urgent
94.0,33.7,5.42,21546,117.1,12.13,6.1,Mixed,Truck,Basic,Critical
96.8,36.4,4.77,15344,81.9,12.41,16.2,City,Sedan,Standard,Routine
91.9,47.3,7.42,20994,108.3,12.27,12.8,Off-road,Sedan,Basic,Critical
93.1,30.8,6.86,13448,73.6,12.36,10.7,Mixed,SUV,Basic,Urgent
93.7,38.4,6.37,18184,96.2,12.52,14.7,City,Sedan,VIP,Monitor
95.7,41.7,4.49,9300,59.9,12.58,10.2,Highway,SUV,VIP,Routine
104.0,36.8,6.35,18978,96.3,12.61,13.1,Mixed,Sedan,VIP,Urgent
82.2,39.8,3.52,7014,38.5,12.8,16.9,Highway,Sedan,Premium,Routine
88.4,31.2,6.25,14060,74.6,12.46,9.2,City,Truck,Premium,Urgent
91.7,39.4,5.45,9873,59.1,12.23,14.4,City,Sedan,Basic,Routine
87.8,30.3,9.02,19553,110.4,12.55,14.8,Mixed,Sedan,Standard,Critical
100.5,25.3,7.57,18819,96.8,12.06,11.8,Off-road,SUV,Premium,Critical
145.9,34.9,5.98,24858,119.4,12.34,11.2,Mixed,SUV,Basic,Critical
100.6,35.7,6.45,15903,91.2,12.43,14.8,Mixed,Sedan,Premium,Urgent
87.8,32.7,3.67,10225,54.4,11.94,8.5,Highway,Truck,Standard,Routine
78.4,35.6,6.46,18093,88.3,12.43,15.0,Mixed,Sedan,Premium,Monitor
90.6,37.0,6.7,23453,126.5,11.99,13.5,Off-road,Sedan,Basic,Critical
98.9,36.9,5.9,25065,129.3,12.02,10.6,Off-road,SUV,Basic,Critical
90.8,25.5,5.3,23118,114.7,12.08,14.8,Mixed,Sedan,Basic,Critical
96.1,38.0,6.64,17286,100.8,12.39,15.2,Mixed,Sedan,Standard,Urgent
88.9,36.1,5.26,17247,93.1,12.33,14.1,City,Sedan,Standard,Monitor
92.9,39.1,5.99,14002,71.7,12.36,10.8,City,SUV,Standard,Monitor
89.3,28.0,4.72,20426,99.2,12.23,15.6,City,Sedan,Standard,Urgent
100.4,40.9,5.58,9138,46.3,12.49,12.1,City,SUV,VIP,Routine
91.4,36.0,5.47,12520,70.5,12.47,6.4,Mixed,Truck,Standard,Urgent
103.5,39.9,3.7,15669,84.0,12.36,15.2,City,Sedan,Standard,Routine
95.9,33.3,6.93,21442,119.0,12.45,15.2,Off-road,Sedan,Premium,Critical
106.7,29.6,5.56,20240,106.0,11.97,15.2,Mixed,Sedan,Basic,Critical
100.2,31.8,8.93,27410,133.1,12.08,7.0,Off-road,SUV,Basic,Critical
91.4,31.8,5.42,17114,93.7,12.36,14.6,City,Sedan,Standard,Monitor
102.0,28.2,8.42,26473,136.7,11.93,6.0,Off-road,Truck,Basic,Critical
99.7,35.0,5.44,15880,86.7,12.3,8.5,Mixed,Van,Standard,Critical
87.8,35.6,5.54,20824,102.1,12.18,13.7,City,Sedan,Basic,Urgent
88.9,42.6,6.22,7742,50.5,12.6,8.6,Highway,Truck,VIP,Routine
85.0,38.9,6.06,10410,62.9,12.35,11.5,City,SUV,Standard,Monitor
89.3,42.6,5.77,19352,102.1,12.46,14.9,City,Sedan,Basic,Monitor
90.7,29.6,5.1,17810,95.7,12.44,13.2,City,Sedan,Standard,Urgent
97.8,23.8,6.06,20933,108.5,12.38,14.7,Mixed,Sedan,Basic,Critical
91.4,40.0,4.51,15793,79.8,12.49,9.1,Highway,Truck,Basic,Monitor
87.7,34.3,4.56,18487,94.4,12.16,10.2,City,SUV,Standard,Urgent
100.6,34.3,5.04,16730,92.2,12.13,15.3,City,Sedan,Basic,Urgent
97.7,32.2,3.8,13401,72.1,12.51,13.2,Highway,SUV,Premium,Routine
91.9,42.8,4.85,20812,109.4,11.93,14.4,City,Sedan,Standard,Urgent
93.5,36.4,4.27,11385,55.9,12.48,10.5,Highway,Van,Standard,Routine
82.8,43.5,3.36,13620,53.4,12.66,12.5,Highway,SUV,Basic,Routine
82.7,34.8,5.2,64323,98.5,12.1,15.6,Mixed,Sedan,Premium,Critical
98.6,35.2,7.24,22888,118.8,12.13,13.7,Off-road,Sedan,Standard,Critical
91.0,33.8,20.15,11389,61.1,12.5,6.4,Highway,Truck,Basic,Critical
98.7,29.4,13.26,28936,131.0,12.21,6.3,Off-road,Truck,Premium,Critical
91.4,26.2,5.61,15988,89.8,12.41,11.1,City,SUV,Basic,Urgent
97.0,35.4,7.1,24169,132.1,12.02,9.8,Off-road,SUV,Standard,Critical
90.9,39.0,19.96,11979,64.4,12.61,15.5,Highway,Sedan,Standard,Critical
100.8,35.9,7.12,23871,128.9,12.34,12.4,Off-road,Sedan,Standard,Critical
95.8,34.1,4.67,18565,98.3,12.44,16.5,City,Sedan,Standard,Monitor
90.4,25.6,5.97,16788,95.0,12.21,8.3,City,Van,Standard,Critical
98.0,39.3,4.71,11541,55.8,12.37,9.6,City,Truck,VIP,Routine
95.8,39.0,3.12,11705,48.7,12.28,8.9,Highway,Truck,Premium,Routine
102.3,31.5,6.41,20466,97.1,12.12,11.4,City,SUV,Premium,Critical
100.7,35.2,7.16,21328,116.3,12.55,11.9,City,SUV,Basic,Critical
80.9,41.8,4.25,16831,85.7,12.25,15.1,Mixed,Sedan,Standard,Routine
85.7,38.8,4.13,13919,74.0,12.29,9.0,Highway,Truck,Standard,Routine
84.4,35.1,2.83,14088,72.9,12.27,14.3,Highway,Sedan,Basic,Routine
95.9,35.6,4.65,11387,73.1,12.58,14.1,City,Sedan,Standard,Routine
99.8,33.5,4.04,11467,68.9,12.3,15.7,Highway,Sedan,Standard,Routine
82.5,31.5,6.84,15231,84.1,12.38,7.4,Mixed,Truck,Standard,Critical
103.3,31.7,5.9,16412,81.9,12.21,11.0,Mixed,SUV,Basic,Critical
143.3,33.9,7.0,18779,108.5,12.02,8.4,City,Van,Standard,Critical
99.5,32.6,6.61,22901,114.1,12.27,9.8,Mixed,SUV,Standard,Critical
91.8,33.7,5.45,19542,96.2,11.9,7.0,Mixed,Truck,Standard,Critical
89.6,35.0,6.45,21565,103.2,12.46,6.7,City,Truck,Premium,Critical
94.8,35.3,6.56,18718,104.2,12.55,6.3,City,Truck,Standard,Critical
108.5,31.9,6.38,15989,93.8,12.67,7.2,Mixed,Truck,Premium,Critical
89.3,36.0,4.43,19429,97.0,12.19,15.1,City,Sedan,Basic,Monitor
81.4,36.7,2.71,6460,44.5,12.56,16.6,Highway,Sedan,Premium,Routine
94.6,30.2,5.3,12431,78.1,12.31,15.2,Mixed,Sedan,Standard,Monitor
86.4,43.0,3.35,5257,39.0,12.85,16.6,Highway,Sedan,Premium,Routine
99.9,33.3,5.67,21107,114.9,12.14,14.2,Mixed,Sedan,Basic,Critical
100.1,31.2,4.85,14650,72.3,12.38,10.9,Mixed,SUV,Standard,Monitor
106.7,33.7,6.69,17832,91.9,12.41,11.0,Mixed,SUV,VIP,Critical
99.2,33.8,4.43,20587,111.9,12.04,7.3,Highway,Truck,Premium,Critical
88.0,39.8,3.4,8512,55.5,13.01,13.4,Highway,SUV,Premium,Routine
95.8,44.2,4.87,18908,95.5,12.67,10.6,City,SUV,Standard,Monitor
92.6,36.3,6.63,17957,109.3,12.14,8.3,Mixed,Truck,Standard,Critical
91.8,31.9,6.43,22839,117.6,12.1,14.7,Mixed,Sedan,Basic,Critical
87.0,36.7,7.01,15755,88.3,12.47,9.4,City,Truck,Standard,Urgent
85.0,34.2,6.62,12436,64.4,12.35,11.2,City,SUV,Standard,Monitor
106.0,33.5,7.94,24843,137.3,12.31,13.8,Off-road,Sedan,VIP,Critical
103.2,38.8,5.36,18895,92.3,12.06,11.5,City,SUV,Standard,Urgent
97.3,41.0,5.0,10256,57.6,12.54,9.0,Highway,Truck,Basic,Routine
88.7,42.7,3.53,13506,79.5,12.5,14.2,City,Sedan,Standard,Routine
86.9,39.4,3.8,13503,72.2,12.53,13.1,Highway,SUV,Standard,Routine
91.2,43.6,3.97,11613,50.7,12.4,15.7,Highway,Sedan,Standard,Routine
87.1,37.5,3.77,5281,39.0,12.9,15.0,Highway,Sedan,VIP,Routine
86.4,34.0,5.54,13336,69.4,12.37,10.5,Highway,SUV,Standard,Routine
82.5,42.5,4.48,10489,61.0,12.76,15.5,Highway,Sedan,Standard,Routine
89.4,30.3,6.94,13572,68.8,12.6,13.0,City,Sedan,Basic,Monitor
91.9,37.4,5.7,18799,102.0,12.27,14.0,Mixed,Sedan,Standard,Urgent
92.8,35.4,6.34,19018,106.0,12.47,14.5,Mixed,Sedan,Standard,Urgent
100.9,35.0,6.54,24031,122.2,11.99,7.6,Mixed,Truck,Standard,Critical
105.4,34.2,3.87,13236,75.9,12.39,6.3,City,Truck,Standard,Urgent
87.4,30.7,4.15,16509,71.5,12.26,14.6,Mixed,Sedan,Standard,Monitor
97.8,36.5,4.73,18041,92.9,12.5,14.6,City,Sedan,Premium,Monitor
89.6,40.4,15.11,13743,67.0,12.28,9.9,Highway,Van,Basic,Critical
94.1,33.6,4.48,20900,96.9,12.32,10.1,City,SUV,Premium,Urgent
95.3,40.6,4.28,14844,73.0,12.33,12.9,City,SUV,Premium,Routine
90.5,47.7,4.78,19237,105.9,12.58,15.5,City,Sedan,Standard,Monitor
92.6,40.8,6.05,14707,74.3,12.43,11.2,City,SUV,Standard,Monitor
98.2,35.2,8.06,24704,128.0,11.55,7.2,Off-road,Van,Standard,Critical
96.0,27.8,5.99,13763,77.9,12.36,7.6,City,Truck,Premium,Critical
95.7,35.1,5.36,18653,96.7,12.41,10.2,City,SUV,Standard,Urgent
87.5,27.4,5.59,20993,97.7,11.85,14.0,City,Sedan,Premium,Urgent
93.3,27.4,8.57,22904,119.8,12.03,9.8,Off-road,SUV,Basic,Critical
80.8,33.0,2.68,12462,68.4,12.37,16.0,Highway,Sedan,Standard,Routine
83.9,41.0,5.09,13952,67.8,10.47,6.8,Highway,Truck,Basic,Critical
97.1,32.2,6.39,17995,84.0,12.58,7.2,City,Truck,Standard,Critical
96.8,30.5,6.44,16673,95.6,12.47,6.1,Mixed,Truck,VIP,Critical
100.1,31.3,5.27,14923,78.3,12.33,8.1,City,Truck,Premium,Urgent
94.4,29.3,9.08,25513,119.3,12.1,6.3,Off-road,Truck,VIP,Critical
99.6,30.9,6.28,11536,64.0,12.57,14.4,Mixed,Sedan,VIP,Monitor
101.6,32.2,8.68,21953,111.5,12.23,10.2,Off-road,SUV,Basic,Critical
89.4,32.0,6.26,18624,108.7,12.2,10.4,Mixed,SUV,Basic,Critical
85.7,30.0,4.88,16620,82.0,12.21,14.6,Mixed,Sedan,Standard,Monitor
91.3,36.6,5.73,12458,69.8,12.38,11.0,City,SUV,Basic,Monitor
102.4,27.1,5.72,19957,94.0,12.15,8.3,City,Truck,Premium,Critical
92.8,43.2,3.45,8189,42.1,12.35,15.7,Highway,Sedan,Basic,Routine
103.2,26.1,8.37,24221,119.8,12.07,5.1,Off-road,Truck,Standard,Critical
88.4,42.9,4.58,15767,76.8,11.91,15.8,City,Sedan,Standard,Routine
92.0,32.6,4.25,11421,53.8,12.51,11.3,Highway,SUV,Standard,Routine
94.2,39.1,4.92,15675,82.8,12.65,8.6,City,Van,Standard,Monitor
104.5,35.8,7.18,16904,86.8,12.36,7.6,City,Truck,Basic,Critical
88.8,38.0,5.68,18021,92.8,12.19,14.6,City,Sedan,Basic,Urgent
91.0,29.3,6.57,21985,100.4,11.92,13.1,Mixed,Sedan,Standard,Critical
87.0,33.5,5.41,13069,68.9,12.08,9.1,Mixed,Van,Basic,Urgent
99.0,31.2,5.63,20167,115.3,12.24,8.1,Mixed,Van,Basic,Critical
94.0,30.6,7.82,11398,71.0,12.58,11.7,Mixed,SUV,Standard,Urgent
103.2,33.2,5.05,16827,89.6,12.1,13.5,Mixed,Sedan,Standard,Urgent
104.0,36.5,5.65,9676,70.2,12.31,12.1,City,SUV,VIP,Monitor
79.0,34.7,4.49,14556,81.3,12.18,6.3,City,Truck,Standard,Urgent
104.7,34.8,4.59,12143,62.0,12.53,12.0,City,SUV,Premium,Monitor
97.7,29.7,7.89,15870,94.8,12.18,8.0,Mixed,Truck,Standard,Critical
83.9,29.4,3.45,9371,56.2,12.62,12.0,Highway,SUV,Premium,Routine
98.5,28.6,7.25,51469,116.1,12.11,10.2,Off-road,SUV,Premium,Critical
97.0,39.8,5.48,14163,71.3,12.17,7.4,Highway,Truck,VIP,Monitor
92.7,27.9,6.74,19693,107.6,12.1,10.3,Mixed,SUV,Standard,Critical
92.4,8.5,6.92,23753,126.1,12.38,8.6,Mixed,SUV,Basic,Critical
92.0,37.5,4.24,10442,53.5,12.49,17.8,Highway,Sedan,Standard,Routine
98.8,35.8,8.05,73755,93.5,11.84,9.8,City,Van,Basic,Critical
145.6,39.3,4.12,21826,108.3,12.59,14.7,City,Sedan,VIP,Critical
97.0,34.6,5.26,16122,88.9,12.12,9.4,City,Van,Standard,Urgent
80.1,30.2,6.11,21764,111.9,12.26,16.2,Mixed,Sedan,Premium,Urgent
86.3,42.3,4.03,14753,77.0,12.34,15.2,City,Sedan,Basic,Routine
108.0,35.7,5.61,19608,99.1,12.24,15.5,Mixed,Sedan,Standard,Urgent
100.2,23.4,6.1,21905,113.2,12.26,12.9,City,SUV,Premium,Critical
78.8,41.4,3.22,16588,120.9,12.44,16.0,Highway,Sedan,Basic,Routine
89.2,36.3,5.39,11716,64.2,12.15,12.4,Highway,SUV,Standard,Routine
93.9,33.6,2.93,14779,85.1,12.81,16.4,Highway,Sedan,Premium,Routine
102.3,29.5,6.09,25336,137.7,12.39,13.8,Off-road,Sedan,Premium,Critical
93.2,33.6,8.45,20019,103.4,12.36,5.6,Mixed,Truck,Basic,Critical
82.5,43.3,3.54,11840,71.4,12.28,16.0,Highway,Sedan,Premium,Routine
99.2,27.5,7.27,21801,133.5,11.81,12.0,Off-road,Sedan,Standard,Critical
85.1,42.0,5.2,13375,55.8,12.53,10.0,Highway,Van,Standard,Routine
96.1,27.6,5.81,19909,100.9,12.22,10.1,Mixed,SUV,Standard,Critical
77.2,38.2,4.47,11627,57.7,12.23,11.4,Highway,SUV,Basic,Routine
97.6,38.5,7.88,18759,97.2,11.99,6.8,Mixed,Truck,Basic,Critical
98.7,25.3,6.58,16830,93.2,12.07,15.1,Off-road,Sedan,VIP,Critical
94.2,35.3,4.13,9366,55.2,12.68,12.5,Highway,SUV,VIP,Routine
87.9,44.5,3.29,16447,73.9,12.63,16.3,Highway,Sedan,VIP,Routine
95.6,32.3,5.23,16152,89.1,12.43,15.5,City,Sedan,Standard,Monitor
93.6,35.8,5.39,25053,123.5,11.77,6.1,City,Truck,Basic,Critical
87.6,37.9,3.38,8631,50.6,12.02,11.1,Highway,SUV,Standard,Routine
83.7,42.6,3.66,13899,65.1,12.6,12.0,Highway,SUV,Basic,Routine
88.4,40.7,5.14,17540,85.7,12.01,9.9,City,Van,Premium,Monitor
91.8,35.7,6.65,18618,94.8,12.07,13.6,Mixed,Sedan,Standard,Urgent
92.5,35.4,5.73,20636,101.9,12.58,11.5,City,SUV,Standard,Urgent
92.9,34.8,5.54,17170,91.5,12.23,15.3,City,Sedan,Standard,Monitor
89.2,36.6,3.94,12706,69.6,12.2,12.0,Highway,SUV,VIP,Routine
97.2,36.3,5.72,24429,112.6,12.1,15.3,City,Sedan,Standard,Urgent
107.9,27.1,8.69,21602,105.1,12.51,11.0,Off-road,SUV,Premium,Critical
94.6,40.9,4.38,13410,72.7,12.63,14.8,City,Sedan,Standard,Routine
97.7,32.5,7.19,18043,92.9,12.2,11.0,Off-road,SUV,Standard,Critical
89.7,30.9,4.8,16139,89.9,12.28,11.6,Mixed,SUV,VIP,Monitor
89.5,35.6,3.64,3257,40.7,12.56,17.0,Highway,Sedan,VIP,Routine
99.7,43.2,6.04,11824,66.9,12.49,9.9,City,Van,Premium,Monitor
99.3,43.7,5.78,14479,74.5,12.68,12.2,City,SUV,Premium,Routine
92.8,32.9,6.54,17911,96.6,12.2,9.1,City,Truck,Standard,Critical
89.0,42.4,4.86,6409,35.0,12.28,8.9,Highway,Truck,Standard,Routine
94.6,34.5,6.01,13681,136.6,12.74,14.1,Mixed,Sedan,Premium,Urgent
99.1,41.5,3.55,7815,112.4,12.69,16.1,Highway,Sedan,Premium,Routine
89.9,37.4,5.91,16140,93.1,12.28,7.3,Mixed,Truck,Standard,Critical
89.3,32.9,4.68,19442,107.2,12.18,14.0,City,Sedan,Standard,Urgent
88.3,31.3,5.25,15655,79.4,12.73,8.2,City,SUV,Basic,Urgent
93.0,41.0,5.71,16666,77.8,12.54,7.9,City,Truck,Basic,Urgent
97.2,30.4,5.14,11530,65.9,12.23,6.0,Highway,Truck,Standard,Monitor
95.2,12.2,1.91,69742,61.3,12.35,12.1,Highway,Van,Basic,Critical
100.0,37.8,4.48,12017,68.0,12.57,11.0,City,SUV,Standard,Routine
93.1,30.7,6.31,16123,88.9,12.51,7.8,Mixed,Truck,Basic,Critical
89.0,42.5,6.96,19899,104.7,12.28,9.6,City,SUV,Standard,Critical
96.0,39.9,6.5,11550,124.2,12.31,9.7,City,Van,Premium,Urgent
102.5,44.2,7.08,19845,103.6,11.8,13.8,Off-road,Sedan,VIP,Critical
90.1,39.8,5.95,16702,85.6,12.58,6.7,City,Truck,Premium,Urgent
84.8,49.1,4.14,12220,66.6,12.21,16.1,Highway,Sedan,Standard,Routine
94.5,29.2,5.57,15894,89.1,12.72,9.7,Mixed,Van,Premium,Urgent
95.1,44.3,2.48,10302,60.0,12.78,16.4,Highway,Sedan,Standard,Routine
89.9,42.0,4.18,17565,73.7,12.71,9.0,Highway,Truck,Standard,Routine
107.0,39.0,8.51,19722,94.7,12.29,8.4,Off-road,SUV,VIP,Critical
92.0,35.2,5.93,13441,86.4,12.63,11.4,Mixed,SUV,Premium,Monitor
90.5,41.3,6.05,21099,111.3,12.44,15.6,City,Sedan,Premium,Monitor
85.2,40.0,5.43,15434,80.6,12.82,15.6,City,Sedan,Premium,Routine
107.5,39.5,6.52,46683,126.8,12.02,7.0,City,Truck,Standard,Critical
99.9,32.5,3.83,21273,99.9,12.43,15.4,City,Sedan,Standard,Urgent
87.3,37.4,2.39,9688,50.6,12.35,12.4,Highway,SUV,Standard,Routine
93.8,25.4,7.16,24144,123.7,11.99,10.4,Off-road,SUV,Basic,Critical
93.2,31.7,5.82,21093,109.5,12.65,15.5,City,Sedan,VIP,Urgent
96.5,31.0,6.43,18833,105.1,12.29,15.7,Mixed,Sedan,VIP,Urgent
94.5,42.4,3.05,7324,47.2,12.77,12.6,Highway,SUV,Basic,Routine
103.4,34.5,6.63,19287,93.6,12.57,8.2,City,Truck,Standard,Critical
101.1,30.2,5.27,22430,120.3,12.33,10.1,Mixed,SUV,Basic,Critical
135.5,34.5,5.09,18995,105.0,12.24,8.7,Highway,Truck,Premium,Critical
91.4,36.7,1.7,14263,76.8,12.74,8.3,Highway,Truck,Standard,Routine
88.9,33.2,5.83,20353,105.7,12.17,7.2,City,Truck,Basic,Critical
98.9,36.9,4.48,15258,81.2,12.49,11.2,Mixed,SUV,Premium,Monitor
91.1,36.3,6.7,21582,104.3,12.36,8.4,Mixed,Van,Standard,Critical
90.2,26.6,4.7,19863,98.8,12.16,15.4,Mixed,Sedan,Standard,Urgent
74.6,43.1,3.22,9790,55.3,12.53,10.7,Highway,Van,Standard,Routine
98.8,37.8,5.64,22600,119.2,12.52,13.6,Mixed,Sedan,Basic,Critical
98.1,37.9,5.76,72132,99.5,12.53,14.5,City,Sedan,Standard,Critical
102.1,37.0,5.29,17760,80.3,12.23,10.3,City,SUV,Standard,Urgent
111.4,34.9,6.58,27023,134.3,11.99,12.9,Off-road,Sedan,Basic,Critical
96.8,35.1,4.12,24321,118.2,12.17,14.2,Mixed,Sedan,Standard,Critical
105.3,31.5,5.29,17359,92.8,11.68,8.5,Mixed,SUV,Standard,Critical
84.8,36.7,19.22,1577,29.1,12.48,12.5,Highway,SUV,VIP,Urgent
99.0,34.1,6.24,16099,88.2,12.61,9.0,City,Van,Premium,Urgent
84.3,41.1,3.6,11671,63.9,12.1,15.0,Highway,Sedan,Standard,Routine
86.8,35.3,6.16,17352,87.9,12.43,12.0,City,SUV,VIP,Monitor
96.4,28.4,7.48,24354,109.9,11.82,6.0,Off-road,Truck,Standard,Critical
104.5,25.0,7.6,21182,111.6,12.28,5.1,Off-road,Truck,Standard,Critical
104.1,36.5,7.18,13814,75.8,12.17,6.7,City,Truck,Basic,Critical
102.8,34.3,6.32,26934,136.1,12.26,10.8,Off-road,SUV,Premium,Critical
96.5,32.4,7.43,17387,92.1,12.44,10.2,Off-road,SUV,VIP,Critical
92.8,22.2,5.82,21995,117.3,12.18,11.3,Off-road,SUV,Standard,Critical
101.2,34.8,7.2,19123,90.3,12.01,10.8,Mixed,SUV,Basic,Critical
96.3,41.2,4.97,22623,112.4,12.07,10.5,Highway,Van,Standard,Urgent
95.5,30.4,6.43,20351,106.2,12.36,9.7,Mixed,Van,VIP,Critical
79.6,35.2,3.04,6133,34.8,12.75,10.6,Highway,SUV,Basic,Routine
103.7,36.9,6.58,18302,88.6,12.23,12.0,Mixed,SUV,VIP,Urgent
93.4,35.9,5.3,19949,98.7,12.55,15.4,Mixed,Sedan,VIP,Monitor
93.5,41.6,6.2,22532,108.2,12.11,14.9,Mixed,Sedan,Basic,Critical
88.8,45.4,3.8,11494,66.7,12.42,15.2,Highway,Sedan,Standard,Routine
92.5,35.4,5.54,17462,90.3,12.33,7.4,City,Truck,Basic,Critical
79.5,44.2,3.91,10425,61.7,12.32,15.6,Highway,Sedan,Basic,Routine
83.1,33.8,4.44,12075,74.4,12.38,11.5,City,SUV,Premium,Routine
86.5,38.9,7.86,16600,92.0,12.38,12.7,Off-road,Sedan,Basic,Critical
96.7,36.2,5.6,12717,73.3,12.37,11.4,City,SUV,Premium,Monitor
92.9,29.9,7.57,17779,99.8,11.94,10.1,Off-road,SUV,Basic,Critical
93.9,35.3,7.24,24118,124.1,12.22,9.3,Off-road,Van,Premium,Critical
102.1,31.9,4.66,17657,102.7,12.9,6.9,City,Truck,Premium,Urgent
97.0,24.3,6.04,18035,89.3,12.25,7.1,Mixed,Truck,Basic,Critical
93.8,33.6,6.98,18241,93.3,12.39,9.0,Mixed,Truck,Standard,Critical
89.0,36.1,4.25,16304,77.8,12.62,15.8,City,Sedan,Premium,Routine
94.6,28.4,7.42,16636,94.2,12.46,11.1,Mixed,SUV,Basic,Critical
81.0,41.3,2.54,9116,49.0,12.67,15.4,Highway,Sedan,Basic,Routine
94.5,39.9,4.67,17086,93.6,12.11,12.0,Mixed,SUV,Standard,Urgent
92.1,43.7,5.13,17164,91.3,11.85,11.0,Highway,Van,Basic,Monitor
